   ,日期,时间,交易量,成功率,响应时间
3615,0403,1214,762,94.88%,136.29
3616,0403,1215,748,96.12%,82.6
3617,0403,1216,781,97.06%,131.47
3618,0403,1217,713,94.67%,84.36
3619,0403,1218,724,94.34%,83.1
3620,0403,1219,719,95.69%,86.09
3621,0403,1220,734,96.46%,83.57
3622,0403,1221,756,94.05%,80.37
3623,0403,1222,802,97.01%,87.48
3624,0403,1223,763,93.97%,82.8
3625,0403,1224,707,96.32%,140.27
3626,0403,1225,745,94.77%,138.3
3627,0403,1226,789,97.08%,80.21
3628,0403,1227,767,94.26%,137.59
3629,0403,1228,770,95.71%,187.29
3630,0403,1229,699,95.28%,142.25
3631,0403,1230,735,94.69%,88.65
3632,0403,1231,715,95.94%,139.75
3633,0403,1232,707,95.33%,142.1
3634,0403,1233,710,93.94%,84.33
3635,0403,1234,756,94.71%,136.88
3636,0403,1235,655,95.27%,83.28
3637,0403,1236,704,95.03%,139.76
3638,0403,1237,767,94.78%,183.24
3639,0403,1238,769,96.75%,83.08
3640,0403,1239,718,96.8%,197.33
3641,0403,1240,785,97.07%,132.32
3642,0403,1241,728,94.09%,138.06
3643,0403,1242,750,92.4%,82.04
3644,0403,1243,761,94.61%,241.42
3645,0403,1244,713,95.23%,140.66
3646,0403,1245,728,94.92%,83.15
3647,0403,1246,703,96.16%,195.71
3648,0403,1247,688,94.62%,314.85
3649,0403,1248,742,94.74%,81.04
3650,0403,1249,844,95.5%,79.94
3651,0403,1250,774,95.48%,131.88
3652,0403,1251,753,94.16%,132.71
3653,0403,1252,766,92.56%,135.51
3654,0403,1253,760,94.74%,187.72
3655,0403,1254,755,95.5%,135.21
3656,0403,1255,776,95.49%,132.68
3657,0403,1256,793,93.69%,129.27
3658,0403,1257,776,94.07%,240.23
3659,0403,1258,767,95.05%,189.73
3660,0403,1259,736,94.84%,5573.53
3661,0403,1300,762,95.8%,137.37
3662,0403,1301,726,95.04%,78.64
3663,0403,1302,739,95.81%,80.76
3664,0403,1303,745,95.97%,240.4
3665,0403,1304,761,95.93%,137.82
3666,0403,1305,744,96.37%,136.25
3667,0403,1306,729,95.47%,135.96
3668,0403,1307,769,95.19%,136.17
3669,0403,1308,762,96.46%,82.67
3670,0403,1309,742,94.47%,83.53
3671,0403,1310,745,95.57%,138.1
3672,0403,1311,765,95.42%,82.3
3673,0403,1312,763,94.89%,82.68
3674,0403,1313,796,94.72%,81.12
3675,0403,1314,790,95.57%,182.81
3676,0403,1315,817,96.21%,132.22
3677,0403,1316,813,95.2%,128.75
3678,0403,1317,778,96.53%,86.36
3679,0403,1318,788,95.81%,79.15
3680,0403,1319,809,95.92%,128.3
3681,0403,1320,730,95.48%,134.11
3682,0403,1321,753,95.48%,85.26
3683,0403,1322,774,95.48%,81.68
3684,0403,1323,815,95.83%,81.84
3685,0403,1324,793,93.82%,227.53
3686,0403,1325,829,94.93%,127.67
3687,0403,1326,812,95.07%,130.45
3688,0403,1327,783,95.66%,78.14
3689,0403,1328,805,93.54%,82.84
3690,0403,1329,772,94.17%,133.24
3691,0403,1330,818,94.99%,129.41
3692,0403,1331,861,94.89%,125.67
3693,0403,1332,738,96.21%,298.56
3694,0403,1333,818,96.7%,180.33
3695,0403,1334,830,95.42%,83.33
3696,0403,1335,788,93.78%,83.46
3697,0403,1336,793,94.7%,133.64
3698,0403,1337,781,94.88%,132.27
3699,0403,1338,856,95.21%,126.9
3700,0403,1339,820,96.34%,80.65
3701,0403,1340,815,95.21%,80.38
3702,0403,1341,860,96.28%,127.38
3703,0403,1342,858,95.57%,172.16
3704,0403,1343,792,94.44%,181.59
3705,0403,1344,852,95.07%,125.74
3706,0403,1345,836,93.9%,222.99
3707,0403,1346,913,94.96%,170.72
3708,0403,1347,848,96.23%,78.69
3709,0403,1348,852,95.89%,124.78
3710,0403,1349,856,95.21%,79.62
3711,0403,1350,805,94.78%,231.3
3712,0403,1351,786,95.04%,233.16
3713,0403,1352,911,94.62%,78.03
3714,0403,1353,827,95.89%,76.7
3715,0403,1354,811,94.57%,176.52
3716,0403,1355,780,94.87%,185.45
3717,0403,1356,832,95.55%,78.47
3718,0403,1357,893,96.64%,77.88
3719,0403,1358,855,95.32%,170.41
3720,0403,1359,797,95.86%,78.8
3721,0403,1400,870,95.17%,216.69
3722,0403,1401,878,94.87%,216.04
3723,0403,1402,862,95.48%,222.2
3724,0403,1403,832,96.15%,128.42
3725,0403,1404,904,96.24%,78.13
3726,0403,1405,900,95%,127.66
3727,0403,1406,869,95.17%,170.22
3728,0403,1407,823,95.75%,129.27
3729,0403,1408,930,94.62%,161.21
3730,0403,1409,875,95.77%,218.55
3731,0403,1410,916,95.31%,79.69
3732,0403,1411,883,96.15%,82.6
3733,0403,1412,879,95.9%,77.78
3734,0403,1413,843,96.09%,75.58
3735,0403,1414,841,95.48%,74.82
3736,0403,1415,777,96.65%,79.06
3737,0403,1416,838,94.99%,126.19
3738,0403,1417,849,94.94%,76.8
3739,0403,1418,873,94.16%,126.75
3740,0403,1419,802,93.89%,82.19
3741,0403,1420,894,94.18%,123.24
3742,0403,1421,849,95.29%,172.21
3743,0403,1422,893,96.08%,170.31
3744,0403,1423,861,95.7%,130.08
3745,0403,1424,829,94.69%,175.27
3746,0403,1425,875,94.17%,125.12
3747,0403,1426,833,93.76%,128.42
3748,0403,1427,886,95.15%,84.24
3749,0403,1428,812,95.57%,78.92
3750,0403,1429,920,94.24%,79.25
3751,0403,1430,911,94.84%,127.41
3752,0403,1431,933,96.03%,164.36
3753,0403,1432,845,94.32%,172.99
3754,0403,1433,856,95.33%,123.61
3755,0403,1434,817,94.74%,80.79
3756,0403,1435,853,95.9%,174.9
3757,0403,1436,870,97.36%,219.28
3758,0403,1437,884,96.04%,77.87
3759,0403,1438,915,94.97%,76.98
3760,0403,1439,840,95.12%,180.96
3761,0403,1440,907,95.92%,165.48
3762,0403,1441,812,95.81%,78.55
3763,0403,1442,915,94.75%,80.65
3764,0403,1443,870,95.75%,77.38
3765,0403,1444,880,94.89%,123.85
3766,0403,1445,809,95.18%,126.03
3767,0403,1446,879,96.13%,122.84
3768,0403,1447,798,93.98%,81.48
3769,0403,1448,878,95.9%,125.51
3770,0403,1449,896,95.31%,123.27
3771,0403,1450,843,94.9%,124.34
3772,0403,1451,904,95.46%,123.73
3773,0403,1452,916,93.89%,164.98
3774,0403,1453,893,95.52%,126.6
3775,0403,1454,890,94.83%,127.2
3776,0403,1455,866,96.07%,124.99
3777,0403,1456,873,96.22%,76.79
3778,0403,1457,895,94.41%,126.63
3779,0403,1458,867,93.89%,125.37
3780,0403,1459,904,94.58%,76.63
3781,0403,1500,923,93.82%,126.23
3782,0403,1501,859,95.69%,131.62
3783,0403,1502,906,94.37%,80.96
3784,0403,1503,864,94.33%,82.11
3785,0403,1504,903,94.46%,233.67
3786,0403,1505,967,95.55%,81.04
3787,0403,1506,973,94.24%,160.17
3788,0403,1507,945,94.5%,161.46
3789,0403,1508,889,93.81%,213.43
3790,0403,1509,944,95.44%,161.59
3791,0403,1510,888,95.16%,78.46
3792,0403,1511,872,95.53%,125.92
3793,0403,1512,891,95.62%,167.07
3794,0403,1513,782,94.63%,80.4
3795,0403,1514,826,96.13%,129.53
3796,0403,1515,833,94.12%,127.27
3797,0403,1516,881,94.55%,127.29
3798,0403,1517,864,94.91%,78.55
3799,0403,1518,894,93.85%,124.6
3800,0403,1519,938,94.88%,206.93
3801,0403,1520,915,94.43%,124.84
3802,0403,1521,928,94.83%,207.06
3803,0403,1522,933,95.28%,163.22
3804,0403,1523,890,95.39%,78.52
3805,0403,1524,902,96.34%,214.23
3806,0403,1525,921,94.9%,209
3807,0403,1526,928,96.34%,121.62
3808,0403,1527,913,95.18%,77.1
3809,0403,1528,937,95.62%,167.21
3810,0403,1529,948,95.25%,83.51
3811,0403,1530,933,95.07%,80.24
3812,0403,1531,934,94.43%,80.14
3813,0403,1532,901,95.45%,120.54
3814,0403,1533,921,94.03%,208.51
3815,0403,1534,879,93.29%,78.15
3816,0403,1535,943,94.38%,118.49
3817,0403,1536,952,96.01%,120.79
3818,0403,1537,898,95.77%,121.56
3819,0403,1538,884,94.91%,81.09
3820,0403,1539,911,95.06%,164.46
3821,0403,1540,893,95.63%,78.63
3822,0403,1541,926,96.22%,123.34
3823,0403,1542,895,95.31%,256.59
3824,0403,1543,941,95.86%,119.58
3825,0403,1544,941,96.49%,75.53
3826,0403,1545,896,96.43%,120.63
3827,0403,1546,870,95.29%,126.67
3828,0403,1547,980,94.9%,93.37
3829,0403,1548,935,95.83%,120.2
3830,0403,1549,910,95.16%,120.99
3831,0403,1550,970,96.08%,161.9
3832,0403,1551,905,94.14%,165.57
3833,0403,1552,936,94.34%,78.16
3834,0403,1553,926,95.25%,120.68
3835,0403,1554,903,95.02%,81.58
3836,0403,1555,969,96.08%,80.36
3837,0403,1556,916,96.29%,121.33
3838,0403,1557,954,95.49%,165.37
3839,0403,1558,1029,95.82%,78.11
3840,0403,1559,967,95.04%,12612.47
3841,0403,1600,940,95.53%,121.3
3842,0403,1601,932,93.78%,166.14
3843,0403,1602,948,95.78%,119.54
3844,0403,1603,1007,95.83%,117.4
3845,0403,1604,920,94.35%,78.1
3846,0403,1605,936,93.8%,80.11
3847,0403,1606,882,94.9%,75.19
3848,0403,1607,881,95.12%,77.89
3849,0403,1608,930,95.05%,163.68
3850,0403,1609,968,94.32%,78.5
3851,0403,1610,988,96.05%,120.14
3852,0403,1611,965,95.44%,86.98
3853,0403,1612,987,95.04%,159.03
3854,0403,1613,933,96.25%,121.77
3855,0403,1614,990,94.55%,118.03
3856,0403,1615,1006,94.53%,156.67
3857,0403,1616,966,94.93%,159.39
3858,0403,1617,1012,95.16%,116.24
3859,0403,1618,974,94.66%,76.16
3860,0403,1619,974,94.35%,79.03
3861,0403,1620,934,95.93%,118.32
3862,0403,1621,979,96.22%,201.38
3863,0403,1622,932,96.67%,164.12
3864,0403,1623,996,95.38%,78.27
3865,0403,1624,985,95.53%,156.23
3866,0403,1625,967,95.45%,162.28
3867,0403,1626,936,94.23%,78
3868,0403,1627,1052,96.01%,80.05
3869,0403,1628,916,95.2%,166.43
3870,0403,1629,960,96.25%,124.28
3871,0403,1630,989,96.36%,119.33
3872,0403,1631,909,96.15%,124.73
3873,0403,1632,979,95.71%,121.92
3874,0403,1633,962,96.26%,119.43
3875,0403,1634,971,94.95%,77.07
3876,0403,1635,982,95.82%,119.99
3877,0403,1636,1030,95.83%,118.82
3878,0403,1637,1034,96.52%,74.81
3879,0403,1638,1024,95.02%,154.71
3880,0403,1639,1052,95.34%,117.91
3881,0403,1640,909,95.27%,120.4
3882,0403,1641,998,95.09%,120.4
3883,0403,1642,957,95.61%,79.67
3884,0403,1643,925,95.46%,124.63
3885,0403,1644,971,96.29%,118.72
3886,0403,1645,1019,94.7%,154.98
3887,0403,1646,1043,96.26%,230.83
3888,0403,1647,1072,96.36%,114.81
3889,0403,1648,995,96.28%,156.74
3890,0403,1649,1030,95.63%,117.7
3891,0403,1650,957,95.4%,76.44
3892,0403,1651,972,94.96%,81.18
3893,0403,1652,959,94.99%,118.4
3894,0403,1653,1054,95.07%,76.62
3895,0403,1654,952,96.32%,122.15
3896,0403,1655,981,95.82%,198.53
3897,0403,1656,953,95.17%,160.73
3898,0403,1657,973,96.61%,163.01
3899,0403,1658,923,94.58%,78.99
3900,0403,1659,940,94.79%,8674.47
3901,0403,1700,915,95.74%,121.62
3902,0403,1701,944,95.44%,121.76
3903,0403,1702,972,93.83%,121.24
3904,0403,1703,982,96.03%,161.03
3905,0403,1704,1030,96.02%,75.21
3906,0403,1705,1004,95.22%,118.28
3907,0403,1706,1011,96.44%,160.18
3908,0403,1707,952,95.17%,80.22
3909,0403,1708,926,95.36%,120.9
3910,0403,1709,1030,95.92%,117.18
3911,0403,1710,1025,94.73%,119.48
3912,0403,1711,1026,95.71%,116.57
3913,0403,1712,996,94.88%,162.12
3914,0403,1713,989,96.56%,121.16
3915,0403,1714,951,94.53%,79.14
3916,0403,1715,909,95.6%,164.26
3917,0403,1716,969,94.12%,74.76
3918,0403,1717,948,95.78%,123.67
3919,0403,1718,962,94.49%,121.19
3920,0403,1719,954,96.12%,163.78
3921,0403,1720,937,95.2%,77.42
3922,0403,1721,906,96.14%,124.48
3923,0403,1722,940,94.36%,89.06
3924,0403,1723,959,93.95%,162.56
3925,0403,1724,897,95.76%,125.3
3926,0403,1725,959,95.72%,208.94
3927,0403,1726,935,95.19%,124.94
3928,0403,1727,955,95.5%,161.21
3929,0403,1728,948,95.89%,165.09
3930,0403,1729,937,94.88%,127.98
3931,0403,1730,930,95.16%,82.91
3932,0403,1731,911,95.06%,78.22
3933,0403,1732,878,96.36%,169.02
3934,0403,1733,951,96%,167.3
3935,0403,1734,912,96.6%,172.71
3936,0403,1735,914,95.3%,190.06
3937,0403,1736,953,96.01%,119.84
3938,0403,1737,943,95.23%,80.86
3939,0403,1738,1006,96.22%,80.86
3940,0403,1739,990,96.06%,167.17
3941,0403,1740,991,95.56%,121.98
3942,0403,1741,953,95.07%,120.1
3943,0403,1742,932,93.99%,119.79
3944,0403,1743,957,94.46%,161.37
3945,0403,1744,911,96.38%,76.87
3946,0403,1745,934,94.86%,126.06
3947,0403,1746,903,96.23%,934.17
3948,0403,1747,868,94.93%,120.92
3949,0403,1748,945,96.19%,247.02
3950,0403,1749,923,94.69%,119.49
3951,0403,1750,863,95.83%,76.24
3952,0403,1751,926,95.03%,124.2
3953,0403,1752,918,95.97%,124.35
3954,0403,1753,850,96.12%,77.33
3955,0403,1754,866,95.96%,130.65
3956,0403,1755,861,95.01%,123.94
3957,0403,1756,884,95.48%,214.57
3958,0403,1757,935,95.83%,81.85
3959,0403,1758,817,95.84%,228.21
3960,0403,1759,886,95.82%,9197.25
3961,0403,1800,841,95.12%,173.99
3962,0403,1801,937,96.37%,127.44
3963,0403,1802,801,95.88%,87.23
3964,0403,1803,879,94.88%,173.03
3965,0403,1804,812,96.43%,131.83
3966,0403,1805,815,96.32%,178.49
3967,0403,1806,807,95.79%,231.23
3968,0403,1807,813,96.56%,279.02
3969,0403,1808,891,94.84%,170.93
3970,0403,1809,883,95.47%,83.96
3971,0403,1810,885,95.71%,81.8
3972,0403,1811,891,96.52%,175.64
3973,0403,1812,939,94.78%,82.83
3974,0403,1813,858,95.34%,220.23
3975,0403,1814,866,94.46%,124.95
3976,0403,1815,837,94.38%,126.33
3977,0403,1816,854,94.96%,174.31
3978,0403,1817,827,94.8%,128
3979,0403,1818,781,95.26%,78.36
3980,0403,1819,855,95.91%,175.86
3981,0403,1820,758,95.91%,80.76
3982,0403,1821,812,94.95%,179.13
3983,0403,1822,811,95.31%,179.25
3984,0403,1823,861,96.4%,87.01
3985,0403,1824,847,97.05%,173.65
3986,0403,1825,794,95.72%,132.79
3987,0403,1826,814,96.07%,139.05
3988,0403,1827,852,96.6%,126.61
3989,0403,1828,813,95.45%,91.41
3990,0403,1829,792,96.34%,92.91
3991,0403,1830,833,96.64%,137.02
3992,0403,1831,824,95.39%,142.41
3993,0403,1832,856,94.74%,174.69
3994,0403,1833,839,95.47%,225.16
3995,0403,1834,848,96.11%,80.95
3996,0403,1835,788,94.92%,83.87
3997,0403,1836,817,96.57%,127.56
3998,0403,1837,768,96.35%,80.64
3999,0403,1838,798,95.49%,83.97
4000,0403,1839,752,95.74%,188.16
4001,0403,1840,798,95.99%,178.79
4002,0403,1841,798,96.24%,128.76
4003,0403,1842,828,95.29%,82.42
4004,0403,1843,814,95.95%,83.4
4005,0403,1844,715,97.48%,195.68
4006,0403,1845,779,96.02%,242.51
4007,0403,1846,754,96.55%,135.56
4008,0403,1847,764,94.76%,185.81
4009,0403,1848,726,96.42%,82.08
4010,0403,1849,733,93.86%,136.66
4011,0403,1850,804,94.78%,130.78
4012,0403,1851,802,95.14%,134.72
4013,0403,1852,816,94.36%,131.55
4014,0403,1853,780,95%,131.59
4015,0403,1854,758,97.1%,134.17
4016,0403,1855,657,97.11%,79.28
4017,0403,1856,703,94.59%,80.56
4018,0403,1857,805,95.03%,178.5
4019,0403,1858,796,95.23%,84.75
4020,0403,1859,782,95.91%,10412.25
4021,0403,1900,737,94.84%,137.39
4022,0403,1901,726,95.45%,84.3
4023,0403,1902,737,96.88%,142.23
4024,0403,1903,657,96.65%,80.52
4025,0403,1904,729,96.71%,250.04
4026,0403,1905,713,95.93%,84.59
4027,0403,1906,652,95.71%,145.19
4028,0403,1907,724,95.58%,91.45
4029,0403,1908,779,94.35%,82.72
4030,0403,1909,763,95.54%,84.07
4031,0403,1910,702,94.44%,139.39
4032,0403,1911,696,94.11%,198
4033,0403,1912,694,94.67%,196.6
4034,0403,1913,693,94.52%,79.24
4035,0403,1914,721,94.45%,83.31
4036,0403,1915,727,94.91%,78.75
4037,0403,1916,755,95.63%,139.47
4038,0403,1917,722,95.71%,136.75
4039,0403,1918,728,97.12%,190.61
4040,0403,1919,724,96.55%,133.74
4041,0403,1920,679,95.58%,83.77
4042,0403,1921,700,93.29%,139.12
4043,0403,1922,814,94.96%,180.58
4044,0403,1923,716,95.53%,135.59
4045,0403,1924,732,94.26%,134.62
4046,0403,1925,682,97.51%,81.99
4047,0403,1926,751,96.54%,187.99
4048,0403,1927,735,95.37%,133.45
4049,0403,1928,704,94.6%,138.14
4050,0403,1929,744,96.64%,135.56
4051,0403,1930,722,95.29%,135.7
4052,0403,1931,727,95.46%,83.58
4053,0403,1932,692,95.09%,93.73
4054,0403,1933,771,94.55%,137.87
4055,0403,1934,718,96.1%,201.13
4056,0403,1935,695,96.12%,142.53
4057,0403,1936,717,95.68%,194.05
4058,0403,1937,684,96.05%,141.26
4059,0403,1938,699,95.57%,82.95
4060,0403,1939,733,95.23%,81.16
4061,0403,1940,694,94.81%,204.16
4062,0403,1941,703,96.02%,199.75
4063,0403,1942,693,95.67%,81.89
4064,0403,1943,586,94.03%,151.45
4065,0403,1944,645,94.57%,209.19
4066,0403,1945,662,96.07%,202.89
4067,0403,1946,651,94.47%,82.93
4068,0403,1947,667,95.95%,78.82
4069,0403,1948,679,96.47%,203.78
4070,0403,1949,658,96.66%,85.73
4071,0403,1950,688,95.64%,198.33
4072,0403,1951,644,95.96%,145.35
4073,0403,1952,625,96.64%,84.08
4074,0403,1953,591,95.26%,80.3
4075,0403,1954,610,94.43%,150.32
4076,0403,1955,644,95.96%,143.2
4077,0403,1956,639,95.62%,144.83
4078,0403,1957,706,96.46%,196.36
4079,0403,1958,616,95.62%,84.23
4080,0403,1959,645,95.66%,80.99
4081,0403,2000,628,94.11%,84.28
4082,0403,2001,616,94.97%,80.78
4083,0403,2002,655,96.18%,270.16
4084,0403,2003,568,95.95%,87.07
4085,0403,2004,637,95.45%,147.44
4086,0403,2005,641,96.1%,147.79
4087,0403,2006,611,94.6%,149.19
4088,0403,2007,661,96.37%,78.85
4089,0403,2008,663,95.93%,90.29
4090,0403,2009,591,96.79%,149.01
4091,0403,2010,609,95.89%,215.31
4092,0403,2011,605,96.69%,158.51
4093,0403,2012,621,97.42%,146.68
4094,0403,2013,544,93.93%,80.24
4095,0403,2014,614,96.58%,90.89
4096,0403,2015,643,94.87%,158.02
4097,0403,2016,650,94.92%,216.47
4098,0403,2017,629,94.28%,88.44
4099,0403,2018,586,94.88%,220.75
4100,0403,2019,567,95.24%,226.33
4101,0403,2020,545,95.6%,159.73
4102,0403,2021,518,95.37%,86.69
4103,0403,2022,564,96.45%,84.76
4104,0403,2023,533,96.25%,158.48
4105,0403,2024,567,94%,154.57
4106,0403,2025,490,96.33%,91.32
4107,0403,2026,528,95.45%,240.57
4108,0403,2027,514,95.53%,159.37
4109,0403,2028,524,96.95%,168.35
4110,0403,2029,533,94.18%,159.72
4111,0403,2030,499,95.79%,94.82
4112,0403,2031,516,93.41%,410.54
4113,0403,2032,532,96.43%,83.5
4114,0403,2033,498,95.78%,91.38
4115,0403,2034,586,96.08%,86.23
4116,0403,2035,510,95.69%,177.01
4117,0403,2036,487,94.25%,93.59
4118,0403,2037,505,96.63%,166.77
4119,0403,2038,553,95.48%,85.65
4120,0403,2039,540,93.89%,157.38
4121,0403,2040,519,95.38%,90.76
4122,0403,2041,485,95.88%,87.16
4123,0403,2042,474,94.51%,88.01
4124,0403,2043,493,95.54%,167.01
4125,0403,2044,498,94.78%,244.37
4126,0403,2045,519,95.95%,87.44
4127,0403,2046,480,95.21%,255.49
4128,0403,2047,539,97.4%,157.84
4129,0403,2048,507,93.1%,161.7
4130,0403,2049,469,95.95%,88.73
4131,0403,2050,485,96.29%,88.39
4132,0403,2051,492,94.31%,330.82
4133,0403,2052,488,94.47%,86.52
4134,0403,2053,463,94.82%,345.43
4135,0403,2054,486,95.68%,84.77
4136,0403,2055,458,94.76%,84.05
4137,0403,2056,485,95.88%,87.95
4138,0403,2057,445,96.4%,88.93
4139,0403,2058,463,97.19%,173.67
4140,0403,2059,448,94.87%,87.6
4141,0403,2100,420,94.52%,89.28
4142,0403,2101,451,93.35%,174.13
4143,0403,2102,457,93.87%,177.69
4144,0403,2103,478,96.23%,86.86
4145,0403,2104,459,97.17%,87.35
4146,0403,2105,475,96.63%,168.35
4147,0403,2106,478,95.82%,90.3
4148,0403,2107,478,96.65%,93.97
4149,0403,2108,484,95.87%,168.26
4150,0403,2109,430,96.98%,89.62
4151,0403,2110,386,95.6%,86.16
4152,0403,2111,436,96.56%,96.96
4153,0403,2112,466,94.42%,97.93
4154,0403,2113,484,95.25%,171.72
4155,0403,2114,471,96.18%,175.15
4156,0403,2115,425,96%,180.3
4157,0403,2116,388,95.62%,89.89
4158,0403,2117,382,95.03%,86.11
4159,0403,2118,408,95.34%,183.5
4160,0403,2119,463,93.95%,84.77
4161,0403,2120,388,97.68%,187.77
4162,0403,2121,466,95.06%,90.11
4163,0403,2122,431,96.52%,182.42
4164,0403,2123,438,96.58%,92.74
4165,0403,2124,393,96.95%,96.16
4166,0403,2125,374,95.45%,83.35
4167,0403,2126,366,95.9%,88.57
4168,0403,2127,384,92.97%,192.68
4169,0403,2128,386,93.26%,197.63
4170,0403,2129,438,96.35%,89.07
4171,0403,2130,402,95.27%,89.62
4172,0403,2131,338,93.2%,87.79
4173,0403,2132,378,95.5%,96.2
4174,0403,2133,341,94.43%,97.44
4175,0403,2134,352,95.74%,225.94
4176,0403,2135,343,95.63%,219.03
4177,0403,2136,338,94.97%,88.17
4178,0403,2137,325,95.08%,88.34
4179,0403,2138,291,97.25%,85.21
4180,0403,2139,305,94.75%,90.25
4181,0403,2140,319,96.87%,211.89
4182,0403,2141,319,93.73%,212.32
4183,0403,2142,338,95.86%,205.3
4184,0403,2143,285,96.49%,93
4185,0403,2144,289,97.58%,88.17
4186,0403,2145,309,97.09%,223.86
4187,0403,2146,326,95.71%,209.53
4188,0403,2147,331,96.37%,327.15
4189,0403,2148,271,94.83%,387.87
4190,0403,2149,310,94.19%,214.31
4191,0403,2150,354,96.61%,91.55
4192,0403,2151,261,97.32%,90.71
4193,0403,2152,338,96.15%,89.2
4194,0403,2153,321,97.2%,90.62
4195,0403,2154,280,96.43%,228.85
4196,0403,2155,294,97.28%,233.83
4197,0403,2156,279,95.34%,93.35
4198,0403,2157,291,93.81%,367.7
4199,0403,2158,292,95.89%,225.12
4200,0403,2159,264,96.59%,15397.03
4201,0403,2200,254,97.64%,250.17
4202,0403,2201,274,95.99%,100.77
4203,0403,2202,259,96.53%,88.59
4204,0403,2203,254,98.03%,244.13
4205,0403,2204,264,96.59%,90.7
4206,0403,2205,217,97.24%,85.86
4207,0403,2206,264,95.83%,392.44
4208,0403,2207,288,97.57%,93.22
4209,0403,2208,261,94.64%,241.92
4210,0403,2209,217,94.93%,91.3
4211,0403,2210,256,96.09%,247.79
4212,0403,2211,293,96.59%,90.25
4213,0403,2212,263,95.44%,239.66
4214,0403,2213,278,99.28%,93.6
4215,0403,2214,276,97.46%,91.84
4216,0403,2215,275,96.36%,234.84
4217,0403,2216,217,93.09%,276.78
4218,0403,2217,202,95.54%,95.27
4219,0403,2218,194,97.42%,93.96
4220,0403,2219,190,96.84%,302.75
4221,0403,2220,219,96.35%,91.48
4222,0403,2221,176,93.18%,317.47
4223,0403,2222,247,96.36%,85.84
4224,0403,2223,181,96.13%,89.27
4225,0403,2224,213,94.84%,90.07
4226,0403,2225,188,93.62%,87.07
4227,0403,2226,199,95.98%,291.44
4228,0403,2227,194,97.42%,88.25
4229,0403,2228,146,92.47%,90.95
4230,0403,2229,174,95.4%,95
4231,0403,2230,173,95.95%,98.73
4232,0403,2231,154,96.1%,91.4
4233,0403,2232,167,93.41%,94.2
4234,0403,2233,194,97.42%,294.72
4235,0403,2234,187,96.79%,98.16
4236,0403,2235,139,97.12%,92.47
4237,0403,2236,133,96.24%,392.32
4238,0403,2237,163,95.71%,579.19
4239,0403,2238,146,91.1%,94.1
4240,0403,2239,147,95.92%,96.52
4241,0403,2240,168,96.43%,102.33
4242,0403,2241,144,93.75%,87.32
4243,0403,2242,140,97.86%,94.49
4244,0403,2243,178,96.07%,329.05
4245,0403,2244,137,94.89%,100.39
4246,0403,2245,144,94.44%,89.46
4247,0403,2246,152,92.11%,356.26
4248,0403,2247,145,98.62%,90.89
4249,0403,2248,148,97.3%,96.71
4250,0403,2249,136,95.59%,90.07
4251,0403,2250,117,97.44%,88.62
4252,0403,2251,126,98.41%,410.88
4253,0403,2252,92,98.91%,97.87
4254,0403,2253,114,95.61%,92.7
4255,0403,2254,126,96.83%,410.11
4256,0403,2255,111,98.2%,102.5
4257,0403,2256,138,97.1%,89.54
4258,0403,2257,156,98.72%,94.51
4259,0403,2258,127,97.64%,89.66
4260,0403,2259,132,97.73%,102.56
4261,0403,2300,113,93.81%,103.86
4262,0403,2301,110,96.36%,88.78
4263,0403,2302,105,92.38%,91.92
4264,0403,2303,97,93.81%,93.95
4265,0403,2304,110,94.55%,105.13
4266,0403,2305,111,96.4%,90.53
4267,0403,2306,128,93.75%,101.38
4268,0403,2307,105,95.24%,99.07
4269,0403,2308,128,97.66%,96.25
4270,0403,2309,106,97.17%,92.08
4271,0403,2310,106,99.06%,89.1
4272,0403,2311,104,96.15%,93.32
4273,0403,2312,119,99.16%,91.97
4274,0403,2313,118,94.92%,92.19
4275,0403,2314,111,96.4%,141.25
4276,0403,2315,109,96.33%,86.85
4277,0403,2316,102,94.12%,479.79
4278,0403,2317,118,94.92%,98.77
4279,0403,2318,104,96.15%,92.57
4280,0403,2319,116,97.41%,93
4281,0403,2320,99,96.97%,89.62
4282,0403,2321,100,99%,492.45
4283,0403,2322,95,96.84%,95.13
4284,0403,2323,87,94.25%,93.07
4285,0403,2324,98,95.92%,94.36
4286,0403,2325,113,95.58%,802.9
4287,0403,2326,118,98.31%,88.55
4288,0403,2327,103,97.09%,93.98
4289,0403,2328,92,91.3%,86.58
4290,0403,2329,103,94.17%,500.68
4291,0403,2330,97,97.94%,513.61
4292,0403,2331,88,97.73%,91.64
4293,0403,2332,111,95.5%,93.6
4294,0403,2333,101,94.06%,94.32
4295,0403,2334,81,97.53%,95.36
4296,0403,2335,96,98.96%,93.67
4297,0403,2336,87,97.7%,96.38
4298,0403,2337,80,98.75%,95.69
4299,0403,2338,108,94.44%,93.04
4300,0403,2339,105,98.1%,94.5
4301,0403,2340,92,95.65%,96.85
4302,0403,2341,102,99.02%,102.92
4303,0403,2342,95,94.74%,99
4304,0403,2343,98,95.92%,92.72
4305,0403,2344,81,96.3%,93.73
4306,0403,2345,81,93.83%,92.02
4307,0403,2346,96,93.75%,96.5
4308,0403,2347,77,97.4%,89.55
4309,0403,2348,77,92.21%,99.69
4310,0403,2349,85,97.65%,94.71
4311,0403,2350,74,95.95%,98.89
4312,0403,2351,92,97.83%,92.33
