   ,日期,时间,交易量,成功率,响应时间
4321,0204,0000,87,93.1%,93.98
4322,0204,0001,136,97.79%,96.06
4323,0204,0002,87,96.55%,96.79
4324,0204,0003,58,96.55%,108.86
4325,0204,0004,77,98.7%,103.04
4326,0204,0005,100,96%,98.65
4327,0204,0006,69,97.1%,105.96
4328,0204,0007,112,99.11%,108.97
4329,0204,0008,72,95.83%,667.33
4330,0204,0009,75,97.33%,99.28
4331,0204,0010,59,96.61%,107.42
4332,0204,0011,57,100%,108.47
4333,0204,0012,69,98.55%,96.91
4334,0204,0013,95,94.74%,97.21
4335,0204,0014,76,100%,98.79
4336,0204,0015,79,100%,110.58
4337,0204,0016,91,97.8%,99.11
4338,0204,0017,75,98.67%,96.2
4339,0204,0018,72,100%,93.72
4340,0204,0019,85,97.65%,100.14
4341,0204,0020,83,100%,103.05
4342,0204,0021,63,98.41%,107.06
4343,0204,0022,73,91.78%,100.4
4344,0204,0023,71,100%,100.99
4345,0204,0024,54,96.3%,105.7
4346,0204,0025,71,98.59%,104.34
4347,0204,0026,53,100%,101.04
4348,0204,0027,55,100%,834.73
4349,0204,0028,59,100%,116.86
4350,0204,0029,72,98.61%,659.07
4351,0204,0030,52,98.08%,105.6
4352,0204,0031,66,93.94%,115.5
4353,0204,0032,58,98.28%,107.98
4354,0204,0033,28,96.43%,107.64
4355,0204,0034,63,100%,107.73
4356,0204,0035,39,92.31%,88.08
4357,0204,0036,57,98.25%,814.11
4358,0204,0037,47,91.49%,97.53
4359,0204,0038,62,98.39%,100.87
4360,0204,0039,68,100%,119.78
4361,0204,0040,53,94.34%,99.4
4362,0204,0041,33,93.94%,159.7
4363,0204,0042,45,100%,107.69
4364,0204,0043,40,97.5%,92.88
4365,0204,0044,67,97.01%,100.27
4366,0204,0045,55,94.55%,102.91
4367,0204,0046,66,98.48%,100.55
4368,0204,0047,48,83.33%,112.38
4369,0204,0048,61,95.08%,99.46
4370,0204,0049,44,97.73%,96.2
4371,0204,0050,43,95.35%,101.28
4372,0204,0051,67,98.51%,99.24
4373,0204,0052,67,89.55%,106.61
4374,0204,0053,52,96.15%,97.4
4375,0204,0054,42,92.86%,103.36
4376,0204,0055,45,93.33%,103.64
4377,0204,0056,48,100%,108.58
4378,0204,0057,47,100%,99.23
4379,0204,0058,63,96.83%,102.9
4380,0204,0059,42,92.86%,107.67
4381,0204,0100,39,97.44%,122.41
4382,0204,0101,43,97.67%,1042.95
4383,0204,0102,52,94.23%,100.48
4384,0204,0103,34,94.12%,113.21
4385,0204,0104,41,87.8%,99.88
4386,0204,0105,45,100%,101.87
4387,0204,0106,30,100%,1432.7
4388,0204,0107,51,100%,115.59
4389,0204,0108,44,97.73%,89.61
4390,0204,0109,54,98.15%,103.69
4391,0204,0110,28,92.86%,1526.32
4392,0204,0111,41,90.24%,108.02
4393,0204,0112,40,92.5%,109.8
4394,0204,0113,19,100%,101.84
4395,0204,0114,43,95.35%,106.79
4396,0204,0115,34,100%,96.09
4397,0204,0116,37,97.3%,109.49
4398,0204,0117,33,96.97%,109.21
4399,0204,0118,40,97.5%,108.2
4400,0204,0119,61,100%,101.39
4401,0204,0120,49,97.96%,113.16
4402,0204,0121,15,100%,105.8
4403,0204,0122,47,93.62%,99.57
4404,0204,0123,28,92.86%,103.46
4405,0204,0124,44,95.45%,101.84
4406,0204,0125,36,86.11%,108.67
4407,0204,0126,28,96.43%,97.64
4408,0204,0127,36,100%,102.25
4409,0204,0128,53,98.11%,93.91
4410,0204,0129,38,97.37%,99.82
4411,0204,0130,28,96.43%,92.82
4412,0204,0131,24,100%,117.25
4413,0204,0132,18,100%,120.11
4414,0204,0133,24,100%,107.42
4415,0204,0134,19,94.74%,103.26
4416,0204,0135,30,93.33%,98
4417,0204,0136,29,100%,100.9
4418,0204,0137,35,100%,102.74
4419,0204,0138,30,96.67%,1428.7
4420,0204,0139,42,95.24%,91.71
4421,0204,0140,35,97.14%,99.23
4422,0204,0141,28,96.43%,102.68
4423,0204,0142,25,96%,108.84
4424,0204,0143,35,100%,106.06
4425,0204,0144,29,100%,1501.38
4426,0204,0145,38,100%,102.42
4427,0204,0146,27,100%,95.85
4428,0204,0147,24,95.83%,99.25
4429,0204,0148,31,96.77%,100.16
4430,0204,0149,24,100%,101.75
4431,0204,0150,39,97.44%,113
4432,0204,0151,34,100%,105.03
4433,0204,0152,33,96.97%,99.3
4434,0204,0153,35,100%,137.17
4435,0204,0154,20,90%,101.05
4436,0204,0155,20,95%,97.85
4437,0204,0156,24,100%,111.38
4438,0204,0157,33,96.97%,105.76
4439,0204,0158,57,96.49%,813.91
4440,0204,0159,30,100%,134762.77
4441,0204,0200,18,94.44%,98.56
4442,0204,0201,32,96.88%,99.34
4443,0204,0202,22,100%,111.05
4444,0204,0203,16,93.75%,97.13
4445,0204,0204,32,100%,96.91
4446,0204,0205,27,96.3%,87.74
4447,0204,0206,25,100%,1697.2
4448,0204,0207,32,96.88%,100.47
4449,0204,0208,23,100%,103.57
4450,0204,0209,19,100%,98.68
4451,0204,0210,26,100%,97.46
4452,0204,0211,29,100%,138.72
4453,0204,0212,30,100%,101.5
4454,0204,0213,14,100%,91.36
4455,0204,0214,18,100%,95.89
4456,0204,0215,25,100%,97.2
4457,0204,0216,30,100%,101.63
4458,0204,0217,10,90%,138.4
4459,0204,0218,10,100%,4112.9
4460,0204,0219,27,96.3%,100
4461,0204,0220,26,92.31%,99.31
4462,0204,0221,24,100%,91.29
4463,0204,0222,25,96%,104.96
4464,0204,0223,28,96.43%,96.32
4465,0204,0224,22,95.45%,1939.18
4466,0204,0225,28,96.43%,134.36
4467,0204,0226,24,95.83%,126.71
4468,0204,0227,38,94.74%,122.82
4469,0204,0228,25,84%,103
4470,0204,0229,9,88.89%,92.56
4471,0204,0230,22,95.45%,99.18
4472,0204,0231,36,97.22%,93.14
4473,0204,0232,33,96.97%,107.36
4474,0204,0233,18,100%,97.17
4475,0204,0234,22,100%,120.45
4476,0204,0235,22,95.45%,101.82
4477,0204,0236,21,100%,103.76
4478,0204,0237,18,100%,107.78
4479,0204,0238,19,94.74%,148.84
4480,0204,0239,15,86.67%,119.87
4481,0204,0240,28,96.43%,94.71
4482,0204,0241,26,92.31%,103.38
4483,0204,0242,19,89.47%,98.63
4484,0204,0243,31,96.77%,114.84
4485,0204,0244,24,91.67%,103.54
4486,0204,0245,14,100%,94.14
4487,0204,0246,16,87.5%,94.5
4488,0204,0247,30,100%,104.37
4489,0204,0248,20,100%,93.5
4490,0204,0249,17,100%,92.24
4491,0204,0250,14,100%,103.5
4492,0204,0251,9,100%,92.78
4493,0204,0252,21,100%,111.05
4494,0204,0253,16,100%,113.19
4495,0204,0254,10,80%,100.4
4496,0204,0255,23,100%,132.83
4497,0204,0256,22,100%,111.5
4498,0204,0257,17,100%,100.12
4499,0204,0258,24,100%,94.25
4500,0204,0259,16,100%,110.5
4501,0204,0300,30,96.67%,108.1
4502,0204,0301,26,96.15%,100
4503,0204,0302,15,100%,95.33
4504,0204,0303,23,78.26%,99.52
4505,0204,0304,8,87.5%,97.5
4506,0204,0305,13,100%,108.46
4507,0204,0306,3,100%,101.33
4508,0204,0307,11,100%,121.36
4509,0204,0308,18,100%,110.78
4510,0204,0309,15,93.33%,101.2
4511,0204,0310,14,92.86%,105.93
4512,0204,0311,22,95.45%,98.36
4513,0204,0312,16,100%,92.13
4514,0204,0313,22,95.45%,3737.86
4515,0204,0314,9,100%,112
4516,0204,0315,11,100%,88
4517,0204,0316,20,100%,102.9
4518,0204,0317,12,100%,101
4519,0204,0318,11,100%,108.55
4520,0204,0319,18,94.44%,99.44
4521,0204,0320,28,92.86%,93.29
4522,0204,0321,28,85.71%,98
4523,0204,0322,24,100%,104.25
4524,0204,0323,22,100%,99.18
4525,0204,0324,19,100%,116.05
4526,0204,0325,16,81.25%,96.5
4527,0204,0326,18,100%,107.72
4528,0204,0327,14,100%,112
4529,0204,0328,14,92.86%,99.43
4530,0204,0329,20,100%,91.2
4531,0204,0330,17,94.12%,104.24
4532,0204,0331,12,100%,105.92
4533,0204,0332,18,100%,114.78
4534,0204,0333,26,92.31%,108.35
4535,0204,0334,17,94.12%,108.65
4536,0204,0335,26,100%,99.62
4537,0204,0336,19,100%,104.21
4538,0204,0337,10,100%,102
4539,0204,0338,8,100%,114.75
4540,0204,0339,15,100%,96
4541,0204,0340,10,90%,114.5
4542,0204,0341,14,100%,99.5
4543,0204,0342,17,100%,88.24
4544,0204,0343,12,100%,94.83
4545,0204,0344,10,90%,91.9
4546,0204,0345,8,100%,83.63
4547,0204,0346,7,100%,5814.86
4548,0204,0347,9,100%,95.67
4549,0204,0348,8,100%,94
4550,0204,0349,22,95.45%,97.18
4551,0204,0350,18,100%,102.72
4552,0204,0351,15,100%,120.73
4553,0204,0352,15,100%,96.2
4554,0204,0353,9,100%,99.56
4555,0204,0354,7,100%,102.14
4556,0204,0355,5,100%,101.2
4557,0204,0356,12,100%,90
4558,0204,0357,8,100%,101.5
4559,0204,0358,11,100%,94.18
4560,0204,0359,12,100%,102
4561,0204,0400,6,83.33%,94
4562,0204,0401,7,100%,100.29
4563,0204,0402,6,100%,101.5
4564,0204,0403,7,100%,107.43
4565,0204,0404,16,93.75%,174.38
4566,0204,0405,19,100%,93.79
4567,0204,0406,13,100%,111.23
4568,0204,0407,14,92.86%,112.57
4569,0204,0408,12,100%,118.25
4570,0204,0409,8,100%,98.13
4571,0204,0410,10,100%,94.6
4572,0204,0411,13,92.31%,101.08
4573,0204,0412,7,100%,102.57
4574,0204,0413,10,100%,87.6
4575,0204,0414,19,94.74%,104.05
4576,0204,0415,8,87.5%,106.63
4577,0204,0416,6,83.33%,102.17
4578,0204,0417,7,85.71%,122.43
4579,0204,0418,15,93.33%,144.93
4580,0204,0419,14,100%,96.43
4581,0204,0420,7,100%,118.43
4582,0204,0421,10,90%,100.9
4583,0204,0422,15,93.33%,5433
4584,0204,0423,13,100%,94.92
4585,0204,0424,10,100%,98.3
4586,0204,0425,11,90.91%,89.82
4587,0204,0426,3,100%,100.33
4588,0204,0427,7,100%,96.71
4589,0204,0428,9,100%,99
4590,0204,0429,8,100%,114.38
4591,0204,0430,13,100%,88.77
4592,0204,0431,7,100%,115.86
4593,0204,0432,2,100%,100
4594,0204,0433,12,100%,388.42
4595,0204,0434,13,100%,96
4596,0204,0435,14,100%,95.79
4597,0204,0436,11,100%,102.09
4598,0204,0437,11,81.82%,101.64
4599,0204,0438,8,100%,103.5
4600,0204,0439,6,100%,120.83
4601,0204,0440,13,100%,95.54
4602,0204,0441,11,90.91%,102.36
4603,0204,0442,14,100%,98.43
4604,0204,0443,11,100%,104.82
4605,0204,0444,17,100%,109.29
4606,0204,0445,8,100%,118.13
4607,0204,0446,1,100%,98
4608,0204,0447,5,100%,78
4609,0204,0448,6,100%,101
4610,0204,0449,9,100%,102.44
4611,0204,0450,10,100%,104.2
4612,0204,0451,10,100%,101.2
4613,0204,0452,16,100%,93.69
4614,0204,0453,12,91.67%,103.17
4615,0204,0454,15,100%,99.2
4616,0204,0455,14,85.71%,95.86
4617,0204,0456,11,100%,112.36
4618,0204,0457,16,100%,104.25
4619,0204,0458,12,100%,109.92
4620,0204,0459,22,95.45%,133.09
4621,0204,0500,11,100%,97.18
4622,0204,0501,18,100%,98.78
4623,0204,0502,18,100%,101.28
4624,0204,0503,8,100%,77.88
4625,0204,0504,16,100%,96.88
4626,0204,0505,14,92.86%,129.79
4627,0204,0506,8,100%,103.38
4628,0204,0507,12,91.67%,97.58
4629,0204,0508,12,100%,96.83
4630,0204,0509,15,100%,97.53
4631,0204,0510,13,92.31%,103.23
4632,0204,0511,18,100%,107.22
4633,0204,0512,16,100%,98.31
4634,0204,0513,25,92%,104.24
4635,0204,0514,13,100%,97.46
4636,0204,0515,14,100%,97.14
4637,0204,0516,9,100%,94.33
4638,0204,0517,19,94.74%,99.95
4639,0204,0518,21,95.24%,99.19
4640,0204,0519,24,100%,97.33
4641,0204,0520,15,100%,95.13
4642,0204,0521,18,100%,99.06
4643,0204,0522,17,100%,90.59
4644,0204,0523,18,100%,102.17
4645,0204,0524,19,94.74%,98.95
4646,0204,0525,8,75%,92.5
4647,0204,0526,20,90%,105.55
4648,0204,0527,12,100%,98.17
4649,0204,0528,9,100%,92.56
4650,0204,0529,16,93.75%,100.06
4651,0204,0530,17,88.24%,107.47
4652,0204,0531,15,100%,104.53
4653,0204,0532,7,100%,100.86
4654,0204,0533,10,100%,93.8
4655,0204,0534,11,90.91%,94.18
4656,0204,0535,7,100%,107.57
4657,0204,0536,14,92.86%,100.64
4658,0204,0537,17,88.24%,99.88
4659,0204,0538,14,100%,103.36
4660,0204,0539,19,100%,104.26
4661,0204,0540,10,100%,100.1
4662,0204,0541,11,100%,102
4663,0204,0542,16,93.75%,96.69
4664,0204,0543,11,100%,103.45
4665,0204,0544,18,66.67%,102.22
4666,0204,0545,21,90.48%,97.62
4667,0204,0546,13,92.31%,105.38
4668,0204,0547,12,100%,97.33
4669,0204,0548,9,100%,101
4670,0204,0549,18,94.44%,104.72
4671,0204,0550,10,100%,97.6
4672,0204,0551,28,96.43%,99.82
4673,0204,0552,22,95.45%,104
4674,0204,0553,17,94.12%,95.18
4675,0204,0554,27,88.89%,102.15
4676,0204,0555,16,100%,96.75
4677,0204,0556,34,97.06%,105.59
4678,0204,0557,38,97.37%,95.66
4679,0204,0558,31,100%,100.61
4680,0204,0559,31,100%,97.74
4681,0204,0600,14,92.86%,105.5
4682,0204,0601,22,86.36%,97.05
4683,0204,0602,21,100%,102.62
4684,0204,0603,21,90.48%,105.9
4685,0204,0604,29,86.21%,99
4686,0204,0605,35,91.43%,104.6
4687,0204,0606,18,100%,107.33
4688,0204,0607,33,96.97%,99.12
4689,0204,0608,21,95.24%,92.24
4690,0204,0609,34,100%,123.24
4691,0204,0610,19,100%,99.47
4692,0204,0611,27,100%,105.89
4693,0204,0612,16,87.5%,109.06
4694,0204,0613,29,93.1%,101.38
4695,0204,0614,37,97.3%,100.11
4696,0204,0615,28,96.43%,104.36
4697,0204,0616,31,96.77%,98.55
4698,0204,0617,45,97.78%,99.36
4699,0204,0618,45,95.56%,101.38
4700,0204,0619,49,93.88%,98.22
4701,0204,0620,24,91.67%,104.29
4702,0204,0621,35,97.14%,100.8
4703,0204,0622,34,94.12%,98.97
4704,0204,0623,48,89.58%,106.46
4705,0204,0624,38,89.47%,101.5
4706,0204,0625,26,96.15%,103.65
4707,0204,0626,26,92.31%,120.38
4708,0204,0627,31,90.32%,101.16
4709,0204,0628,36,100%,104.67
4710,0204,0629,34,97.06%,99.18
4711,0204,0630,42,95.24%,98.57
4712,0204,0631,57,98.25%,100.33
4713,0204,0632,53,98.11%,852.21
4714,0204,0633,45,97.78%,1052.58
4715,0204,0634,30,96.67%,104.33
4716,0204,0635,54,96.3%,99.89
4717,0204,0636,51,98.04%,99.78
4718,0204,0637,46,91.3%,97.8
4719,0204,0638,48,93.75%,97.56
4720,0204,0639,70,87.14%,671.71
4721,0204,0640,61,91.8%,102.67
4722,0204,0641,67,97.01%,100.72
4723,0204,0642,62,88.71%,101.4
4724,0204,0643,58,96.55%,98.6
4725,0204,0644,76,96.05%,102.5
4726,0204,0645,64,90.63%,98.2
4727,0204,0646,62,91.94%,101.92
4728,0204,0647,76,92.11%,631.74
4729,0204,0648,75,100%,103.55
4730,0204,0649,78,91.03%,103.67
4731,0204,0650,68,91.18%,110.46
4732,0204,0651,102,98.04%,98.88
4733,0204,0652,102,98.04%,98.28
4734,0204,0653,89,95.51%,103.43
4735,0204,0654,103,100%,96.48
4736,0204,0655,93,97.85%,106.59
4737,0204,0656,79,94.94%,108.16
4738,0204,0657,92,97.83%,102.54
4739,0204,0658,82,97.56%,97.38
4740,0204,0659,94,92.55%,106.26
4741,0204,0700,95,95.79%,105.46
4742,0204,0701,90,95.56%,102.33
4743,0204,0702,108,97.22%,99.35
4744,0204,0703,88,93.18%,93.77
4745,0204,0704,100,98%,98.7
4746,0204,0705,144,95.14%,381.96
4747,0204,0706,130,95.38%,97.38
4748,0204,0707,151,96.03%,95.47
4749,0204,0708,124,97.58%,96.75
4750,0204,0709,121,94.21%,96.48
4751,0204,0710,148,97.97%,370.69
4752,0204,0711,151,98.01%,96.88
4753,0204,0712,142,93.66%,100.32
4754,0204,0713,162,98.15%,98.96
4755,0204,0714,135,97.78%,101.65
4756,0204,0715,163,97.55%,341.83
4757,0204,0716,165,97.58%,96.93
4758,0204,0717,181,97.24%,96.87
4759,0204,0718,182,93.41%,541.45
4760,0204,0719,159,95.6%,98.04
4761,0204,0720,176,96.02%,323.97
4762,0204,0721,154,92.86%,96.68
4763,0204,0722,154,96.1%,97.58
4764,0204,0723,153,97.39%,95.33
4765,0204,0724,165,96.36%,94.99
4766,0204,0725,191,96.86%,105.75
4767,0204,0726,211,95.26%,285
4768,0204,0727,222,96.85%,99.21
4769,0204,0728,242,95.87%,269.38
4770,0204,0729,222,95.05%,96.46
4771,0204,0730,257,97.28%,94.74
4772,0204,0731,230,97.39%,98.05
4773,0204,0732,228,96.49%,105.22
4774,0204,0733,248,95.97%,257.64
4775,0204,0734,259,96.91%,100.25
4776,0204,0735,278,97.48%,97.29
4777,0204,0736,283,97.17%,234.56
4778,0204,0737,270,96.67%,245.45
4779,0204,0738,279,94.27%,237.76
4780,0204,0739,297,95.96%,232.96
4781,0204,0740,285,97.19%,234.89
4782,0204,0741,326,94.79%,93.14
4783,0204,0742,290,96.9%,94.04
4784,0204,0743,265,97.36%,249.54
4785,0204,0744,275,96.36%,241.24
4786,0204,0745,330,97.58%,214.89
4787,0204,0746,316,95.89%,94.7
4788,0204,0747,342,96.78%,91.67
4789,0204,0748,326,96.32%,216.41
4790,0204,0749,355,95.21%,202.17
4791,0204,0750,339,93.22%,93.77
4792,0204,0751,321,97.2%,216.6
4793,0204,0752,355,96.9%,94.94
4794,0204,0753,378,96.03%,302.3
4795,0204,0754,351,95.73%,202.5
4796,0204,0755,379,96.83%,96.19
4797,0204,0756,387,95.61%,87.32
4798,0204,0757,402,97.26%,90.68
4799,0204,0758,354,94.07%,94.93
4800,0204,0759,388,95.88%,10499.9
4801,0204,0800,384,95.31%,194.59
4802,0204,0801,415,96.63%,93.62
4803,0204,0802,423,97.4%,89.43
4804,0204,0803,426,97.18%,90.73
4805,0204,0804,398,96.98%,88.02
4806,0204,0805,461,97.61%,88.48
4807,0204,0806,457,96.72%,86.73
4808,0204,0807,451,96.67%,87.13
4809,0204,0808,419,96.18%,183.22
4810,0204,0809,458,95.85%,265.41
4811,0204,0810,418,95.69%,86.55
4812,0204,0811,489,98.36%,253.38
4813,0204,0812,511,96.48%,248.19
4814,0204,0813,535,94.95%,314.22
4815,0204,0814,517,95.55%,88.53
4816,0204,0815,583,95.54%,87.8
4817,0204,0816,581,95.87%,94.71
4818,0204,0817,558,95.34%,232.98
4819,0204,0818,522,95.98%,92.54
4820,0204,0819,567,96.47%,86.93
4821,0204,0820,585,96.07%,86.3
4822,0204,0821,570,95.09%,160.23
4823,0204,0822,597,94.81%,157.1
4824,0204,0823,592,94.09%,153.14
4825,0204,0824,553,95.48%,83.5
4826,0204,0825,585,94.53%,87.4
4827,0204,0826,629,95.71%,85.61
4828,0204,0827,643,96.11%,214.13
4829,0204,0828,609,95.24%,152.43
4830,0204,0829,568,94.54%,228.63
4831,0204,0830,592,94.26%,151.89
4832,0204,0831,662,96.37%,149.12
4833,0204,0832,617,95.46%,85.98
4834,0204,0833,684,96.05%,87.95
4835,0204,0834,699,96.57%,203.28
4836,0204,0835,754,96.68%,139.37
4837,0204,0836,619,97.9%,215.37
4838,0204,0837,678,96.76%,86.86
4839,0204,0838,761,95.4%,87.19
4840,0204,0839,736,96.74%,136.04
4841,0204,0840,703,96.87%,142.49
4842,0204,0841,670,95.22%,87.62
4843,0204,0842,689,96.08%,141.36
4844,0204,0843,721,95.84%,143.9
4845,0204,0844,717,94.14%,83.26
4846,0204,0845,746,96.25%,140.53
4847,0204,0846,751,96.01%,138.54
4848,0204,0847,732,96.58%,138.28
4849,0204,0848,757,95.38%,139.11
4850,0204,0849,713,93.41%,142.27
4851,0204,0850,754,97.21%,244.55
4852,0204,0851,751,98.27%,193.47
4853,0204,0852,760,97.11%,135.77
4854,0204,0853,754,96.02%,137.1
4855,0204,0854,827,94.8%,179.6
4856,0204,0855,785,96.05%,241.31
4857,0204,0856,811,96.55%,84.08
4858,0204,0857,790,95.82%,135.1
4859,0204,0858,837,95.7%,130.69
4860,0204,0859,855,96.49%,85.19
4861,0204,0900,818,94.99%,186.02
4862,0204,0901,827,95.53%,131.91
4863,0204,0902,879,96.7%,79.91
4864,0204,0903,879,97.5%,129.12
4865,0204,0904,876,95.32%,170.42
4866,0204,0905,896,95.2%,80.81
4867,0204,0906,864,96.64%,80.96
4868,0204,0907,909,96.59%,80.94
4869,0204,0908,909,95.93%,213.18
4870,0204,0909,910,96.59%,126.23
4871,0204,0910,901,96.78%,171.18
4872,0204,0911,899,94.22%,218.99
4873,0204,0912,879,95.22%,219.54
4874,0204,0913,972,95.58%,204.18
4875,0204,0914,959,95.62%,122.46
4876,0204,0915,1014,96.25%,160.17
4877,0204,0916,1037,96.14%,155.33
4878,0204,0917,1037,96.43%,79.76
4879,0204,0918,1046,95.89%,119.24
4880,0204,0919,1029,94.75%,121.27
4881,0204,0920,1034,95.94%,197.65
4882,0204,0921,1067,95.41%,155.48
4883,0204,0922,1056,95.93%,152.68
4884,0204,0923,1069,96.26%,193.39
4885,0204,0924,1080,96.02%,79.04
4886,0204,0925,991,95.26%,200.81
4887,0204,0926,1111,96.13%,115.12
4888,0204,0927,1089,95.22%,79.8
4889,0204,0928,1075,96.19%,153.87
4890,0204,0929,1034,94.87%,232.65
4891,0204,0930,1111,95.32%,185.28
4892,0204,0931,1122,96.26%,152.91
4893,0204,0932,1129,96.46%,222.06
4894,0204,0933,1091,95.88%,77.32
4895,0204,0934,1072,96.18%,189
4896,0204,0935,1202,94.26%,143.42
4897,0204,0936,1162,95.87%,79.5
4898,0204,0937,1168,96.4%,147.26
4899,0204,0938,1157,96.11%,148.48
4900,0204,0939,1235,95.38%,77.6
4901,0204,0940,1181,95.43%,109.52
4902,0204,0941,1194,95.48%,142.58
4903,0204,0942,1228,97.31%,113.17
4904,0204,0943,1206,94.61%,147.95
4905,0204,0944,1212,96.62%,143.25
4906,0204,0945,1208,93.79%,145.48
4907,0204,0946,1159,95.43%,77.82
4908,0204,0947,1243,96.22%,172.13
4909,0204,0948,1238,95.23%,174.37
4910,0204,0949,1178,96.43%,144.69
4911,0204,0950,1260,95%,269.51
4912,0204,0951,1234,96.03%,111.52
4913,0204,0952,1253,95.61%,138.51
4914,0204,0953,1301,94.77%,108.57
4915,0204,0954,1270,94.49%,171.23
4916,0204,0955,1344,95.46%,169.6
4917,0204,0956,1279,95.15%,74.49
4918,0204,0957,1343,94.42%,106.85
4919,0204,0958,1228,95.11%,142.35
4920,0204,0959,1302,94.85%,6282.33
4921,0204,1000,1266,95.5%,172.16
4922,0204,1001,1190,95.38%,78.84
4923,0204,1002,1283,95.71%,105.85
4924,0204,1003,1314,96.58%,141.41
4925,0204,1004,1308,96.18%,197.62
4926,0204,1005,1347,95.4%,164.35
4927,0204,1006,1277,95.54%,78.16
4928,0204,1007,1302,95.39%,105.63
4929,0204,1008,1323,96.37%,77.48
4930,0204,1009,1344,96.13%,76.69
4931,0204,1010,1329,95.18%,107.85
4932,0204,1011,1337,94.91%,164.62
4933,0204,1012,1373,95.99%,102.95
4934,0204,1013,1338,96.41%,107.29
4935,0204,1014,1293,96.06%,105.89
4936,0204,1015,1369,95.4%,104.17
4937,0204,1016,1388,96.54%,160.4
4938,0204,1017,1342,94.93%,136.16
4939,0204,1018,1319,96.21%,106.32
4940,0204,1019,1324,95.17%,166.06
4941,0204,1020,1285,95.25%,105.33
4942,0204,1021,1320,95.68%,106.03
4943,0204,1022,1365,96.12%,192.3
4944,0204,1023,1313,95.35%,106.35
4945,0204,1024,1322,95.92%,102.41
4946,0204,1025,1366,95.24%,164.03
4947,0204,1026,1380,94.35%,135.61
4948,0204,1027,1374,96.36%,132.12
4949,0204,1028,1283,96.26%,172.95
4950,0204,1029,1302,96.31%,107.08
4951,0204,1030,1390,95.68%,103.92
4952,0204,1031,1342,95.75%,105.82
4953,0204,1032,1345,95.61%,76.47
4954,0204,1033,1304,95.25%,107.8
4955,0204,1034,1431,93.99%,103.37
4956,0204,1035,1351,96%,132.38
4957,0204,1036,1388,96.33%,74.37
4958,0204,1037,1285,95.8%,106.83
4959,0204,1038,1373,95.41%,73.08
4960,0204,1039,1408,95.38%,132.35
4961,0204,1040,1399,94.85%,216.96
4962,0204,1041,1344,96.35%,135.46
4963,0204,1042,1308,95.95%,106.96
4964,0204,1043,1290,95.89%,73.39
4965,0204,1044,1297,94.99%,136.67
4966,0204,1045,1413,96.04%,73.91
4967,0204,1046,1328,95.71%,135.78
4968,0204,1047,1287,95.96%,167.72
4969,0204,1048,1361,96.33%,131.21
4970,0204,1049,1304,95.17%,75.77
4971,0204,1050,1314,94.52%,103.22
4972,0204,1051,1294,95.29%,104.66
4973,0204,1052,1292,94.66%,107.25
4974,0204,1053,1257,95.47%,140.05
4975,0204,1054,1283,96.34%,73.97
4976,0204,1055,1219,95.57%,141.85
4977,0204,1056,1180,95.76%,143.87
4978,0204,1057,1197,95.57%,142.08
4979,0204,1058,1237,95.39%,140.93
4980,0204,1059,1313,95.96%,6230.79
4981,0204,1100,1287,95.34%,108.84
4982,0204,1101,1283,96.02%,137.84
4983,0204,1102,1291,97.21%,135.6
4984,0204,1103,1215,96.38%,142.84
4985,0204,1104,1217,95.73%,108.03
4986,0204,1105,1247,95.83%,139.97
4987,0204,1106,1263,96.44%,78.28
4988,0204,1107,1246,96.07%,140.04
4989,0204,1108,1157,96.28%,144.74
4990,0204,1109,1198,95.24%,212.63
4991,0204,1110,1218,95.89%,111.27
4992,0204,1111,1224,96.16%,141.23
4993,0204,1112,1233,94.16%,141.24
4994,0204,1113,1216,96.3%,108.74
4995,0204,1114,1222,96.24%,205.53
4996,0204,1115,1194,94.05%,143.84
4997,0204,1116,1245,95.26%,205.72
4998,0204,1117,1221,95.09%,174.49
4999,0204,1118,1216,95.64%,241.59
5000,0204,1119,1219,95%,109.22
5001,0204,1120,1230,96.1%,143.01
5002,0204,1121,1156,95.42%,232.74
5003,0204,1122,1156,94.9%,197.74
5004,0204,1123,1108,95.67%,151.5
5005,0204,1124,1121,95%,111.48
5006,0204,1125,1112,95.95%,111.59
5007,0204,1126,1102,94.74%,76.09
5008,0204,1127,1156,95.42%,145.68
5009,0204,1128,1136,95.07%,75.51
5010,0204,1129,1119,95.98%,78.09
5011,0204,1130,1183,95.18%,160.84
5012,0204,1131,1126,94.85%,187.12
5013,0204,1132,1197,94.65%,107.91
5014,0204,1133,1055,95.73%,77.71
5015,0204,1134,1065,95.4%,189.11
5016,0204,1135,1155,96.02%,216.45
5017,0204,1136,1159,96.81%,112.85
5018,0204,1137,1147,96.08%,110.43
5019,0204,1138,1187,95.45%,114.53
5020,0204,1139,1046,95.32%,117.33
5021,0204,1140,1150,95.57%,179.75
5022,0204,1141,1076,95.45%,151.86
5023,0204,1142,1107,96.3%,74.95
5024,0204,1143,1108,94.86%,77.93
5025,0204,1144,1084,95.2%,76.69
5026,0204,1145,1123,94.39%,181.44
5027,0204,1146,1012,95.45%,199.17
5028,0204,1147,1047,95.7%,114.19
5029,0204,1148,1108,96.66%,77.17
5030,0204,1149,1081,96.67%,190.21
5031,0204,1150,1028,94.55%,233.72
5032,0204,1151,1094,95.16%,114.27
5033,0204,1152,1057,96.5%,79.22
5034,0204,1153,1092,96.52%,114.43
