   ,日期,时间,交易量,成功率,响应时间
8394,0306,1953,791,96.33%,130.77
8395,0306,1954,750,96.67%,188.83
8396,0306,1955,720,96.94%,136.79
8397,0306,1956,705,96.31%,139.06
8398,0306,1957,702,97.15%,201.15
8399,0306,1958,734,94.14%,253.12
8400,0306,1959,736,97.28%,5573.03
8401,0306,2000,737,96.74%,136.51
8402,0306,2001,674,95.25%,82.22
8403,0306,2002,645,94.42%,206.79
8404,0306,2003,662,96.07%,143.58
8405,0306,2004,656,97.1%,221.43
8406,0306,2005,681,96.33%,152.5
8407,0306,2006,684,95.47%,209.95
8408,0306,2007,680,96.03%,147.51
8409,0306,2008,663,95.63%,85.42
8410,0306,2009,666,96.1%,143.1
8411,0306,2010,667,95.2%,141.24
8412,0306,2011,674,96.59%,206.25
8413,0306,2012,644,95.03%,211.47
8414,0306,2013,625,94.56%,87.18
8415,0306,2014,677,96.01%,143.26
8416,0306,2015,756,96.3%,135.57
8417,0306,2016,670,95.07%,87.86
8418,0306,2017,609,95.4%,82.43
8419,0306,2018,681,95.89%,84.07
8420,0306,2019,693,95.82%,81.49
8421,0306,2020,680,95.59%,139.95
8422,0306,2021,603,96.85%,83.58
8423,0306,2022,634,95.27%,80.22
8424,0306,2023,608,96.71%,80.41
8425,0306,2024,636,95.6%,79.59
8426,0306,2025,579,94.65%,360.72
8427,0306,2026,630,94.44%,145.78
8428,0306,2027,626,95.85%,149.76
8429,0306,2028,624,96.47%,82.77
8430,0306,2029,611,96.24%,157.49
8431,0306,2030,630,93.81%,214.83
8432,0306,2031,632,95.57%,85.84
8433,0306,2032,604,95.86%,95.28
8434,0306,2033,586,97.44%,96.05
8435,0306,2034,630,95.24%,146.46
8436,0306,2035,595,95.97%,82.65
8437,0306,2036,543,94.29%,81.4
8438,0306,2037,555,96.22%,84
8439,0306,2038,523,96.18%,82.55
8440,0306,2039,576,96.35%,81.58
8441,0306,2040,603,96.68%,213.18
8442,0306,2041,572,96.68%,225.96
8443,0306,2042,589,96.1%,92.62
8444,0306,2043,599,94.32%,86.76
8445,0306,2044,597,96.15%,90.57
8446,0306,2045,526,95.25%,156.91
8447,0306,2046,547,95.98%,79.91
8448,0306,2047,550,94.91%,153.78
8449,0306,2048,571,94.22%,165.63
8450,0306,2049,548,96.53%,84.49
8451,0306,2050,548,98.18%,88.09
8452,0306,2051,530,96.42%,234.96
8453,0306,2052,524,95.04%,83.86
8454,0306,2053,530,97.36%,84.89
8455,0306,2054,532,94.17%,84.17
8456,0306,2055,421,96.91%,181.76
8457,0306,2056,450,94.67%,85.45
8458,0306,2057,460,95%,356.3
8459,0306,2058,484,95.25%,91.3
8460,0306,2059,455,94.73%,94.93
8461,0306,2100,422,94.55%,87.91
8462,0306,2101,495,95.76%,173.73
8463,0306,2102,483,97.31%,96.88
8464,0306,2103,488,94.26%,177.42
8465,0306,2104,534,96.25%,164.03
8466,0306,2105,519,95.76%,169.66
8467,0306,2106,498,94.98%,167.21
8468,0306,2107,473,96.83%,174.92
8469,0306,2108,496,97.38%,90.76
8470,0306,2109,484,94.21%,87.15
8471,0306,2110,461,96.31%,87.65
8472,0306,2111,508,97.44%,170.08
8473,0306,2112,496,95.97%,170.16
8474,0306,2113,540,95.93%,86.49
8475,0306,2114,493,95.94%,248.07
8476,0306,2115,506,96.05%,91.28
8477,0306,2116,472,95.55%,355.36
8478,0306,2117,423,96.69%,87.12
8479,0306,2118,431,93.97%,87.25
8480,0306,2119,415,95.9%,185.66
8481,0306,2120,377,96.29%,192.75
8482,0306,2121,371,95.15%,87.02
8483,0306,2122,343,96.79%,93.73
8484,0306,2123,369,97.02%,305.75
8485,0306,2124,384,94.53%,88.01
8486,0306,2125,352,94.6%,201.42
8487,0306,2126,388,96.13%,195.87
8488,0306,2127,375,95.73%,85.11
8489,0306,2128,355,95.49%,88.39
8490,0306,2129,374,94.92%,89.35
8491,0306,2130,354,95.2%,309.46
8492,0306,2131,392,95.66%,96
8493,0306,2132,322,96.58%,99.95
8494,0306,2133,332,94.58%,99.46
8495,0306,2134,331,95.17%,99.66
8496,0306,2135,337,95.55%,86.91
8497,0306,2136,333,94.89%,98.79
8498,0306,2137,290,95.52%,223.77
8499,0306,2138,280,98.21%,225.18
8500,0306,2139,322,94.72%,87.5
8501,0306,2140,315,93.33%,90.4
8502,0306,2141,310,96.77%,96.26
8503,0306,2142,296,93.24%,91.16
8504,0306,2143,304,94.74%,371.18
8505,0306,2144,269,95.54%,92.95
8506,0306,2145,307,91.86%,96.57
8507,0306,2146,284,94.01%,87.31
8508,0306,2147,315,97.78%,93.19
8509,0306,2148,272,97.43%,92.64
8510,0306,2149,272,95.22%,237.8
8511,0306,2150,269,94.8%,90.57
8512,0306,2151,276,94.2%,241.93
8513,0306,2152,308,95.78%,87.43
8514,0306,2153,270,94.44%,238.48
8515,0306,2154,271,96.31%,85.41
8516,0306,2155,291,95.88%,92.22
8517,0306,2156,244,94.67%,106.84
8518,0306,2157,215,93.02%,88.24
8519,0306,2158,237,95.36%,88.68
8520,0306,2159,213,92.49%,89.54
8521,0306,2200,244,94.26%,92.76
8522,0306,2201,190,96.84%,299.33
8523,0306,2202,223,94.62%,102.38
8524,0306,2203,202,95.05%,105.65
8525,0306,2204,253,93.68%,260.41
8526,0306,2205,233,97.85%,95.55
8527,0306,2206,227,92.51%,89.18
8528,0306,2207,240,96.67%,86.8
8529,0306,2208,234,95.3%,90.31
8530,0306,2209,256,96.48%,240.41
8531,0306,2210,227,96.48%,94.29
8532,0306,2211,215,97.21%,280.82
8533,0306,2212,221,96.83%,275.26
8534,0306,2213,256,97.27%,95.6
8535,0306,2214,210,97.14%,89.26
8536,0306,2215,197,96.45%,503.76
8537,0306,2216,202,94.06%,291.04
8538,0306,2217,209,96.17%,86.88
8539,0306,2218,229,95.63%,108.03
8540,0306,2219,183,96.17%,539.42
8541,0306,2220,167,98.2%,102.52
8542,0306,2221,173,97.69%,91.43
8543,0306,2222,182,95.05%,96.04
8544,0306,2223,217,95.85%,90.39
8545,0306,2224,179,98.88%,91.31
8546,0306,2225,174,95.98%,90.55
8547,0306,2226,167,94.01%,92.98
8548,0306,2227,157,94.9%,344.23
8549,0306,2228,163,95.09%,93.78
8550,0306,2229,156,97.44%,97.18
8551,0306,2230,137,97.81%,92.26
8552,0306,2231,146,95.89%,90.21
8553,0306,2232,148,95.27%,87.7
8554,0306,2233,147,97.28%,376.95
8555,0306,2234,161,96.27%,349.9
8556,0306,2235,170,97.65%,333.93
8557,0306,2236,139,96.4%,98.96
8558,0306,2237,149,93.96%,369.2
8559,0306,2238,157,96.18%,94.88
8560,0306,2239,141,94.33%,92.79
8561,0306,2240,131,93.13%,98.88
8562,0306,2241,141,90.78%,103.12
8563,0306,2242,133,93.23%,95.14
8564,0306,2243,164,94.51%,101.8
8565,0306,2244,143,92.31%,98.74
8566,0306,2245,138,96.38%,89.96
8567,0306,2246,162,89.51%,95.35
8568,0306,2247,133,91.73%,94.21
8569,0306,2248,114,96.49%,94.68
8570,0306,2249,111,96.4%,90.95
8571,0306,2250,105,99.05%,94.03
8572,0306,2251,141,94.33%,91.77
8573,0306,2252,116,97.41%,94.72
8574,0306,2253,118,92.37%,93.06
8575,0306,2254,96,96.88%,96.68
8576,0306,2255,95,97.89%,93.39
8577,0306,2256,122,95.08%,100.16
8578,0306,2257,112,96.43%,95.87
8579,0306,2258,107,97.2%,91.82
8580,0306,2259,95,93.68%,91.82
8581,0306,2300,108,96.3%,466.3
8582,0306,2301,125,99.2%,98.72
8583,0306,2302,70,98.57%,668.21
8584,0306,2303,94,93.62%,99.7
8585,0306,2304,111,97.3%,103.41
8586,0306,2305,90,97.78%,100.83
8587,0306,2306,81,97.53%,85.22
8588,0306,2307,97,95.88%,502.86
8589,0306,2308,80,96.25%,91.03
8590,0306,2309,88,96.59%,92.53
8591,0306,2310,80,90%,97.21
8592,0306,2311,93,95.7%,89.94
8593,0306,2312,79,93.67%,598.44
8594,0306,2313,93,95.7%,91.58
8595,0306,2314,80,95%,89.14
8596,0306,2315,92,94.57%,95.77
8597,0306,2316,87,93.1%,105.9
8598,0306,2317,86,94.19%,570.62
8599,0306,2318,69,95.65%,113.13
8600,0306,2319,84,96.43%,98.02
8601,0306,2320,84,97.62%,91.93
8602,0306,2321,93,94.62%,99.96
8603,0306,2322,80,92.5%,101.01
8604,0306,2323,90,90%,538.18
8605,0306,2324,101,92.08%,489.97
8606,0306,2325,85,94.12%,99.76
8607,0306,2326,94,94.68%,97.61
8608,0306,2327,83,97.59%,90.58
8609,0306,2328,85,94.12%,98.07
8610,0306,2329,82,93.9%,96.09
8611,0306,2330,51,94.12%,93.78
8612,0306,2331,47,95.74%,99.11
8613,0306,2332,64,95.31%,93.86
8614,0306,2333,82,97.56%,96.04
8615,0306,2334,70,97.14%,103.16
8616,0306,2335,86,98.84%,98.73
8617,0306,2336,90,95.56%,102.89
8618,0306,2337,90,93.33%,92.81
8619,0306,2338,94,97.87%,95.34
8620,0306,2339,84,89.29%,84.32
8621,0306,2340,91,92.31%,97.78
8622,0306,2341,87,93.1%,106.09
8623,0306,2342,89,93.26%,98.09
8624,0306,2343,54,92.59%,89.96
8625,0306,2344,82,95.12%,575.24
8626,0306,2345,82,96.34%,96.39
8627,0306,2346,61,93.44%,753.66
8628,0306,2347,72,95.83%,100
8629,0306,2348,71,100%,88.25
8630,0306,2349,56,98.21%,90.55
8631,0306,2350,62,96.77%,91.65
8632,0306,2351,69,95.65%,96.9
8633,0306,2352,63,96.83%,94.3
8634,0306,2353,54,90.74%,93.69
8635,0306,2354,67,94.03%,97.04
8636,0306,2355,61,98.36%,95.66
8637,0306,2356,58,93.1%,99.48
8638,0306,2357,76,96.05%,96.16
8639,0306,2358,56,98.21%,808.14
8640,0306,2359,63,95.24%,99.03
8641,0307,0000,62,91.94%,94.5
8642,0307,0001,101,91.09%,87.89
8643,0307,0002,80,97.5%,94.78
8644,0307,0003,83,98.8%,93.71
8645,0307,0004,86,95.35%,91.94
8646,0307,0005,85,98.82%,99.48
8647,0307,0006,77,96.1%,616.97
8648,0307,0007,63,96.83%,93.76
8649,0307,0008,55,100%,96.69
8650,0307,0009,84,98.81%,92.11
8651,0307,0010,75,98.67%,102.67
8652,0307,0011,56,96.43%,100.36
8653,0307,0012,75,97.33%,633.29
8654,0307,0013,57,94.74%,103.75
8655,0307,0014,75,98.67%,92.01
8656,0307,0015,48,97.92%,90.46
8657,0307,0016,77,98.7%,96.94
8658,0307,0017,71,97.18%,95.96
8659,0307,0018,81,98.77%,104.1
8660,0307,0019,81,98.77%,94.93
8661,0307,0020,114,91.23%,800.35
8662,0307,0021,68,98.53%,100.78
8663,0307,0022,59,93.22%,96.51
8664,0307,0023,66,95.45%,104.52
8665,0307,0024,63,95.24%,97.41
8666,0307,0025,66,95.45%,99.62
8667,0307,0026,59,96.61%,107.32
8668,0307,0027,41,100%,128.63
8669,0307,0028,59,94.92%,95.1
8670,0307,0029,57,96.49%,106.12
8671,0307,0030,65,96.92%,725.98
8672,0307,0031,56,92.86%,96.63
8673,0307,0032,61,98.36%,1408.44
8674,0307,0033,49,93.88%,102.02
8675,0307,0034,72,95.83%,106.18
8676,0307,0035,74,95.95%,102.69
8677,0307,0036,42,95.24%,102.74
8678,0307,0037,42,100%,112.4
8679,0307,0038,61,95.08%,769.95
8680,0307,0039,53,94.34%,101.94
8681,0307,0040,39,97.44%,107
8682,0307,0041,35,100%,95.77
8683,0307,0042,48,100%,106.56
8684,0307,0043,41,100%,98.49
8685,0307,0044,40,100%,114
8686,0307,0045,61,95.08%,98.21
8687,0307,0046,53,100%,112.02
8688,0307,0047,38,97.37%,104.84
8689,0307,0048,37,97.3%,98.68
8690,0307,0049,51,98.04%,97.47
8691,0307,0050,46,95.65%,101.72
8692,0307,0051,48,97.92%,101.06
8693,0307,0052,46,100%,95.3
8694,0307,0053,52,94.23%,102.31
8695,0307,0054,40,97.5%,1104.48
8696,0307,0055,38,94.74%,92.55
8697,0307,0056,49,87.76%,109.71
8698,0307,0057,65,98.46%,108.38
8699,0307,0058,53,98.11%,107.58
8700,0307,0059,37,97.3%,90.84
8701,0307,0100,63,96.83%,117.83
8702,0307,0101,41,87.8%,98.85
8703,0307,0102,35,97.14%,123.57
8704,0307,0103,37,100%,137.92
8705,0307,0104,50,98%,109.08
8706,0307,0105,68,94.12%,100.71
8707,0307,0106,47,95.74%,109.4
8708,0307,0107,29,89.66%,98.9
8709,0307,0108,57,96.49%,118.26
8710,0307,0109,54,96.3%,105.78
8711,0307,0110,23,95.65%,107.61
8712,0307,0111,34,100%,97.76
8713,0307,0112,41,97.56%,94.63
8714,0307,0113,39,100%,94.72
8715,0307,0114,35,97.14%,93.94
8716,0307,0115,43,93.02%,86.81
8717,0307,0116,31,96.77%,107.19
8718,0307,0117,38,97.37%,116.26
8719,0307,0118,38,97.37%,101.58
8720,0307,0119,44,97.73%,98.41
8721,0307,0120,35,100%,109.69
8722,0307,0121,38,94.74%,122.61
8723,0307,0122,32,100%,114.66
8724,0307,0123,34,94.12%,105.59
8725,0307,0124,36,91.67%,100.44
8726,0307,0125,22,100%,126.36
8727,0307,0126,43,100%,95.81
8728,0307,0127,43,97.67%,99.58
8729,0307,0128,27,92.59%,95.89
8730,0307,0129,33,93.94%,106.97
8731,0307,0130,33,93.94%,98.7
8732,0307,0131,39,92.31%,97.9
8733,0307,0132,17,100%,107.24
8734,0307,0133,23,95.65%,97.65
8735,0307,0134,44,97.73%,98.14
8736,0307,0135,22,100%,99.68
8737,0307,0136,40,95%,100.23
8738,0307,0137,42,95.24%,96.45
8739,0307,0138,45,97.78%,98.82
8740,0307,0139,30,93.33%,136.87
8741,0307,0140,49,97.96%,99
8742,0307,0141,27,100%,89.3
8743,0307,0142,43,95.35%,96.07
8744,0307,0143,39,97.44%,102.51
8745,0307,0144,32,93.75%,97.63
8746,0307,0145,21,100%,94.95
8747,0307,0146,22,100%,118.86
8748,0307,0147,19,89.47%,108.21
8749,0307,0148,21,95.24%,102.33
8750,0307,0149,18,88.89%,2313.78
8751,0307,0150,23,91.3%,95.09
8752,0307,0151,24,100%,98
8753,0307,0152,24,100%,100.83
8754,0307,0153,25,96%,100.68
8755,0307,0154,27,100%,98.56
8756,0307,0155,22,100%,1916.27
8757,0307,0156,25,96%,101.76
8758,0307,0157,38,94.74%,105.47
8759,0307,0158,25,88%,102.52
8760,0307,0159,36,100%,127.97
8761,0307,0200,28,92.86%,100.54
8762,0307,0201,23,100%,96.61
8763,0307,0202,27,100%,97.78
8764,0307,0203,18,94.44%,95.94
8765,0307,0204,28,96.43%,99.25
8766,0307,0205,20,100%,99.55
8767,0307,0206,36,94.44%,93.06
8768,0307,0207,14,100%,92.14
8769,0307,0208,26,88.46%,124.85
8770,0307,0209,41,95.12%,94.12
8771,0307,0210,34,97.06%,106.68
8772,0307,0211,21,100%,91.71
8773,0307,0212,24,100%,1823.17
8774,0307,0213,20,95%,101.4
8775,0307,0214,30,100%,97.47
8776,0307,0215,34,97.06%,98.09
8777,0307,0216,26,96.15%,102.23
8778,0307,0217,27,92.59%,101.59
8779,0307,0218,25,88%,101.12
8780,0307,0219,35,94.29%,90.86
8781,0307,0220,32,96.88%,102.78
8782,0307,0221,47,97.87%,96.51
8783,0307,0222,24,95.83%,96.63
8784,0307,0223,29,96.55%,126.1
8785,0307,0224,29,93.1%,97.14
8786,0307,0225,18,100%,88.83
8787,0307,0226,36,100%,1205.17
8788,0307,0227,32,96.88%,90.19
8789,0307,0228,41,100%,102.15
8790,0307,0229,18,100%,91.28
8791,0307,0230,13,100%,79.38
8792,0307,0231,24,100%,1768.92
8793,0307,0232,11,100%,103.09
8794,0307,0233,18,100%,101.78
8795,0307,0234,21,85.71%,99.14
8796,0307,0235,18,100%,92.33
8797,0307,0236,14,100%,105.71
8798,0307,0237,20,85%,89
8799,0307,0238,12,83.33%,110.25
8800,0307,0239,22,86.36%,96
8801,0307,0240,15,93.33%,92.33
8802,0307,0241,18,94.44%,96.39
8803,0307,0242,26,96.15%,91.58
8804,0307,0243,33,100%,95.3
8805,0307,0244,20,100%,94.9
8806,0307,0245,13,100%,95.31
8807,0307,0246,16,100%,93.88
8808,0307,0247,18,100%,124.22
8809,0307,0248,15,86.67%,101.73
8810,0307,0249,20,100%,100.45
8811,0307,0250,11,100%,94.91
8812,0307,0251,9,100%,102.89
8813,0307,0252,23,100%,101.87
8814,0307,0253,29,100%,100.9
8815,0307,0254,23,100%,95.57
8816,0307,0255,25,100%,107.6
8817,0307,0256,9,100%,129.33
8818,0307,0257,19,100%,95.95
8819,0307,0258,16,93.75%,96.25
8820,0307,0259,27,96.3%,106.78
8821,0307,0300,33,93.94%,115.09
8822,0307,0301,22,95.45%,91.18
8823,0307,0302,21,90.48%,98
8824,0307,0303,13,92.31%,104.46
8825,0307,0304,19,100%,148.42
8826,0307,0305,33,96.97%,103.91
8827,0307,0306,25,96%,97.68
8828,0307,0307,18,94.44%,93.06
8829,0307,0308,41,97.56%,96.66
8830,0307,0309,16,100%,90.81
8831,0307,0310,16,100%,107.56
8832,0307,0311,25,100%,94.56
8833,0307,0312,20,100%,2097.45
8834,0307,0313,25,88%,113.68
8835,0307,0314,21,95.24%,111.38
8836,0307,0315,19,94.74%,111.63
8837,0307,0316,27,100%,109.7
8838,0307,0317,22,95.45%,101.14
8839,0307,0318,22,100%,102.36
8840,0307,0319,12,100%,112.5
8841,0307,0320,13,100%,90.15
8842,0307,0321,21,100%,104.95
8843,0307,0322,14,100%,102.5
8844,0307,0323,11,100%,101.36
8845,0307,0324,16,93.75%,94
8846,0307,0325,6,100%,81.17
8847,0307,0326,15,100%,109.93
8848,0307,0327,4,75%,101.75
8849,0307,0328,11,100%,89.82
8850,0307,0329,12,91.67%,103.5
8851,0307,0330,18,94.44%,101.5
8852,0307,0331,25,92%,100.88
8853,0307,0332,17,82.35%,93.12
8854,0307,0333,19,84.21%,112.32
8855,0307,0334,13,100%,130.15
8856,0307,0335,10,100%,96.5
8857,0307,0336,16,100%,88.38
8858,0307,0337,14,92.86%,80.14
8859,0307,0338,22,95.45%,97.91
8860,0307,0339,18,94.44%,135.06
8861,0307,0340,15,93.33%,110.6
8862,0307,0341,14,92.86%,99.86
8863,0307,0342,9,100%,100.11
8864,0307,0343,21,100%,98.29
8865,0307,0344,10,80%,131.6
8866,0307,0345,13,84.62%,93.62
8867,0307,0346,16,100%,87
8868,0307,0347,6,100%,101.17
8869,0307,0348,7,100%,100.86
8870,0307,0349,10,90%,71.5
8871,0307,0350,20,70%,97.05
8872,0307,0351,23,95.65%,103.22
8873,0307,0352,14,92.86%,2960.93
8874,0307,0353,10,100%,93.9
8875,0307,0354,11,90.91%,93.45
8876,0307,0355,8,100%,87.88
8877,0307,0356,8,100%,91.63
8878,0307,0357,10,100%,87.1
8879,0307,0358,10,100%,105.8
8880,0307,0359,11,100%,94.09
8881,0307,0400,10,90%,140.9
8882,0307,0401,18,88.89%,99.72
8883,0307,0402,13,100%,139.69
8884,0307,0403,11,100%,110.91
8885,0307,0404,4,100%,102.25
8886,0307,0405,8,87.5%,82.13
8887,0307,0406,14,92.86%,104.5
8888,0307,0407,10,80%,85
8889,0307,0408,12,91.67%,170.5
8890,0307,0409,14,100%,95.14
8891,0307,0410,12,100%,114.92
8892,0307,0411,7,100%,116
8893,0307,0412,7,100%,137.14
8894,0307,0413,10,100%,95.9
8895,0307,0414,14,100%,101.29
8896,0307,0415,14,100%,146.71
8897,0307,0416,16,81.25%,103.81
8898,0307,0417,15,100%,105
8899,0307,0418,12,100%,96.33
8900,0307,0419,13,92.31%,3193.62
8901,0307,0420,8,100%,95.88
8902,0307,0421,2,100%,99
8903,0307,0422,13,100%,113
8904,0307,0423,20,100%,99.85
8905,0307,0424,18,100%,108.78
8906,0307,0425,14,92.86%,101
8907,0307,0426,8,75%,103.63
8908,0307,0427,10,100%,97.1
8909,0307,0428,11,81.82%,107.45
8910,0307,0429,14,85.71%,96.29
8911,0307,0430,8,100%,80.88
8912,0307,0431,14,100%,96.43
8913,0307,0432,12,100%,103.67
8914,0307,0433,15,93.33%,99.27
8915,0307,0434,17,94.12%,91.82
8916,0307,0435,11,100%,101.36
8917,0307,0436,8,100%,72.88
8918,0307,0437,14,100%,101.14
8919,0307,0438,14,92.86%,105.21
8920,0307,0439,11,100%,101.09
8921,0307,0440,20,100%,94.55
8922,0307,0441,8,87.5%,93.13
8923,0307,0442,11,100%,95.45
8924,0307,0443,11,100%,103.18
8925,0307,0444,7,100%,96.71
8926,0307,0445,5,100%,89.6
8927,0307,0446,17,100%,2450.18
8928,0307,0447,13,100%,109.08
8929,0307,0448,18,100%,92.33
8930,0307,0449,23,100%,93.48
8931,0307,0450,14,92.86%,98.79
8932,0307,0451,14,100%,101.43
8933,0307,0452,11,100%,107.55
8934,0307,0453,17,100%,91.12
8935,0307,0454,10,90%,99.7
8936,0307,0455,7,100%,101.86
8937,0307,0456,15,100%,98.8
8938,0307,0457,11,100%,203.45
8939,0307,0458,14,100%,96.29
8940,0307,0459,8,100%,97
8941,0307,0500,8,100%,102.63
8942,0307,0501,13,92.31%,101.62
8943,0307,0502,13,100%,96.23
8944,0307,0503,11,100%,101.45
8945,0307,0504,18,94.44%,96.11
8946,0307,0505,17,100%,98.41
8947,0307,0506,14,92.86%,89.36
8948,0307,0507,12,100%,101.42
8949,0307,0508,11,100%,110.73
8950,0307,0509,18,100%,104.11
8951,0307,0510,15,86.67%,101.87
8952,0307,0511,9,100%,97.67
8953,0307,0512,6,100%,118.5
8954,0307,0513,13,92.31%,101.62
8955,0307,0514,16,100%,100.5
8956,0307,0515,15,100%,102.07
8957,0307,0516,15,100%,127.73
8958,0307,0517,10,100%,91.6
8959,0307,0518,25,96%,117.92
8960,0307,0519,8,100%,99.13
8961,0307,0520,14,100%,95.93
8962,0307,0521,20,95%,103.1
8963,0307,0522,10,90%,102.5
8964,0307,0523,20,100%,98.1
8965,0307,0524,17,100%,107.29
8966,0307,0525,21,100%,97.67
8967,0307,0526,16,100%,97.13
8968,0307,0527,10,100%,103.4
8969,0307,0528,25,88%,103.4
8970,0307,0529,21,90.48%,98.29
8971,0307,0530,28,96.43%,116.29
8972,0307,0531,20,100%,96.95
8973,0307,0532,20,100%,109.2
8974,0307,0533,34,100%,97.09
8975,0307,0534,18,88.89%,93.72
8976,0307,0535,32,93.75%,101.28
8977,0307,0536,27,96.3%,100.07
8978,0307,0537,29,93.1%,91.24
8979,0307,0538,29,96.55%,102.83
8980,0307,0539,27,100%,100
8981,0307,0540,32,93.75%,100.47
8982,0307,0541,27,100%,96.19
8983,0307,0542,31,100%,98.65
8984,0307,0543,34,100%,112.47
8985,0307,0544,23,95.65%,101.61
8986,0307,0545,33,100%,100.94
8987,0307,0546,27,88.89%,102.56
8988,0307,0547,31,96.77%,98.71
8989,0307,0548,32,93.75%,102.66
8990,0307,0549,25,100%,102.8
8991,0307,0550,14,100%,101.07
8992,0307,0551,27,100%,1579.78
8993,0307,0552,33,96.97%,104.21
8994,0307,0553,37,97.3%,102.7
8995,0307,0554,26,92.31%,99
8996,0307,0555,31,93.55%,101.26
8997,0307,0556,23,95.65%,96.91
8998,0307,0557,26,88.46%,87.46
8999,0307,0558,43,83.72%,101.02
9000,0307,0559,35,91.43%,94.89
9001,0307,0600,52,92.31%,95.77
9002,0307,0601,40,92.5%,122.48
9003,0307,0602,42,95.24%,103.19
9004,0307,0603,26,96.15%,136.5
9005,0307,0604,37,94.59%,110.7
9006,0307,0605,49,97.96%,100.71
9007,0307,0606,43,100%,105.77
9008,0307,0607,51,92.16%,895.06
9009,0307,0608,50,98%,909.54
9010,0307,0609,43,100%,95.98
9011,0307,0610,47,97.87%,99.21
9012,0307,0611,68,95.59%,98.56
9013,0307,0612,52,98.08%,872.79
9014,0307,0613,64,100%,98.66
9015,0307,0614,71,95.77%,103.1
9016,0307,0615,72,94.44%,100.03
9017,0307,0616,72,94.44%,97.39
9018,0307,0617,89,91.01%,100.48
9019,0307,0618,56,92.86%,93.89
9020,0307,0619,70,95.71%,96.64
9021,0307,0620,79,98.73%,96.65
9022,0307,0621,96,98.96%,96.44
9023,0307,0622,97,93.81%,100.24
9024,0307,0623,81,96.3%,93.2
9025,0307,0624,89,95.51%,113.28
9026,0307,0625,64,95.31%,100.53
9027,0307,0626,81,96.3%,592.96
9028,0307,0627,109,96.33%,95.1
9029,0307,0628,103,96.12%,487.29
9030,0307,0629,95,95.79%,103.84
9031,0307,0630,117,95.73%,98.15
9032,0307,0631,91,97.8%,97.64
9033,0307,0632,87,95.4%,97.79
9034,0307,0633,101,96.04%,98.89
9035,0307,0634,117,99.15%,97.34
9036,0307,0635,98,97.96%,97.42
9037,0307,0636,122,95.9%,98.11
9038,0307,0637,135,100%,395.07
9039,0307,0638,140,95%,98.16
9040,0307,0639,153,97.39%,97.52
9041,0307,0640,166,98.19%,99.57
9042,0307,0641,141,97.16%,99.5
9043,0307,0642,133,96.24%,97.68
9044,0307,0643,177,97.18%,94.66
9045,0307,0644,159,96.23%,98.29
9046,0307,0645,177,93.22%,96.72
9047,0307,0646,151,98.01%,96.81
9048,0307,0647,156,93.59%,353.6
9049,0307,0648,167,94.01%,100.95
9050,0307,0649,195,93.85%,95.56
9051,0307,0650,188,95.21%,313.51
9052,0307,0651,217,98.62%,95.74
9053,0307,0652,204,98.04%,291.9
9054,0307,0653,199,93.97%,94.75
9055,0307,0654,191,93.72%,94.24
9056,0307,0655,230,96.09%,441.53
9057,0307,0656,237,95.78%,107.01
9058,0307,0657,194,96.39%,306.09
9059,0307,0658,257,96.5%,96.24
9060,0307,0659,255,97.25%,93.11
9061,0307,0700,259,93.05%,96.4
9062,0307,0701,270,96.67%,94.96
9063,0307,0702,233,96.57%,272.91
9064,0307,0703,266,93.98%,96.68
9065,0307,0704,246,94.72%,97.04
9066,0307,0705,272,95.59%,99.72
9067,0307,0706,281,97.86%,96.43
9068,0307,0707,284,94.01%,94.85
9069,0307,0708,263,96.58%,99.58
9070,0307,0709,299,96.66%,92.35
9071,0307,0710,295,95.25%,232.38
9072,0307,0711,311,97.11%,92.64
9073,0307,0712,325,96.92%,214.18
9074,0307,0713,328,96.65%,213.68
9075,0307,0714,300,98%,99.88
9076,0307,0715,328,97.26%,94.7
9077,0307,0716,337,96.74%,97.26
9078,0307,0717,319,95.61%,94.62
9079,0307,0718,379,96.31%,90.93
9080,0307,0719,353,94.9%,208.16
9081,0307,0720,329,95.44%,218.06
9082,0307,0721,369,95.12%,198.99
9083,0307,0722,336,97.02%,218.57
9084,0307,0723,380,96.32%,100.03
9085,0307,0724,380,97.11%,88.01
9086,0307,0725,397,94.71%,91.42
9087,0307,0726,395,95.7%,90.08
9088,0307,0727,439,95.67%,183.01
9089,0307,0728,454,96.26%,270.18
9090,0307,0729,409,96.58%,95.11
9091,0307,0730,439,95.44%,93.75
9092,0307,0731,421,94.54%,192.41
9093,0307,0732,443,94.36%,92.41
9094,0307,0733,455,96.26%,536.82
9095,0307,0734,458,95.63%,179.7
9096,0307,0735,475,94.32%,88.39
9097,0307,0736,496,94.56%,169.31
9098,0307,0737,523,96.75%,318.76
9099,0307,0738,571,96.85%,89.56
9100,0307,0739,532,96.05%,166.89
9101,0307,0740,548,97.08%,88.22
9102,0307,0741,594,96.46%,88.8
9103,0307,0742,520,95.77%,163.97
9104,0307,0743,558,96.24%,89.71
9105,0307,0744,582,95.7%,85.84
9106,0307,0745,630,96.67%,218.71
9107,0307,0746,614,97.07%,150.42
9108,0307,0747,618,95.95%,85.73
9109,0307,0748,570,95.09%,89.82
9110,0307,0749,599,97.33%,153.41
9111,0307,0750,628,94.59%,150.86
9112,0307,0751,600,96.5%,154.15
